,timestamp,open,high,low,close,volume
GBP_USD,2025-01-02 22:00:00+00:00,1.23769,1.23826,1.2375,1.23798,2712.49
GBP_USD,2025-01-02 23:00:00+00:00,1.238,1.23808,1.23756,1.23793,1388.07
GBP_USD,2025-01-03 00:00:00+00:00,1.23792,1.23872,1.23779,1.23863,1857.06
GBP_USD,2025-01-03 01:00:00+00:00,1.23864,1.23898,1.23823,1.23849,4130.55
GBP_USD,2025-01-03 02:00:00+00:00,1.23848,1.23916,1.23837,1.23906,3701.43
GBP_USD,2025-01-03 03:00:00+00:00,1.23908,1.23957,1.23906,1.23936,1861.97
GBP_USD,2025-01-03 04:00:00+00:00,1.23935,1.23941,1.23902,1.23936,895.05
GBP_USD,2025-01-03 05:00:00+00:00,1.23938,1.23972,1.23856,1.23951,3689.88
GBP_USD,2025-01-03 06:00:00+00:00,1.2395,1.24038,1.23944,1.24033,2810.25
GBP_USD,2025-01-03 07:00:00+00:00,1.24033,1.24063,1.2387,1.23994,7779.51
GBP_USD,2025-01-03 08:00:00+00:00,1.23995,1.24068,1.23903,1.23935,4824.12
GBP_USD,2025-01-03 09:00:00+00:00,1.23934,1.24166,1.23929,1.24055,3251.85
GBP_USD,2025-01-03 10:00:00+00:00,1.2406,1.24077,1.23861,1.23922,4620.33
GBP_USD,2025-01-03 11:00:00+00:00,1.23921,1.24162,1.23921,1.24065,4120.41
GBP_USD,2025-01-03 12:00:00+00:00,1.24065,1.24124,1.24028,1.24063,4445.28
GBP_USD,2025-01-03 13:00:00+00:00,1.24063,1.24117,1.23984,1.24013,5347.62
GBP_USD,2025-01-03 14:00:00+00:00,1.24013,1.2413,1.23935,1.24107,6923.58
GBP_USD,2025-01-03 15:00:00+00:00,1.24107,1.24169,1.23877,1.24043,12131.8
GBP_USD,2025-01-03 16:00:00+00:00,1.24043,1.24174,1.24022,1.24171,6158.55
GBP_USD,2025-01-03 17:00:00+00:00,1.24173,1.24291,1.24156,1.2418,4496.69
GBP_USD,2025-01-03 18:00:00+00:00,1.2418,1.24258,1.24151,1.24199,4252.86
GBP_USD,2025-01-03 19:00:00+00:00,1.24197,1.24338,1.24181,1.24273,3761.46
GBP_USD,2025-01-03 20:00:00+00:00,1.24272,1.24338,1.2424,1.24261,3010.35
GBP_USD,2025-01-03 21:00:00+00:00,1.24261,1.24294,1.24168,1.24168,2560.89
GBP_USD,2025-01-05 22:00:00+00:00,1.2411,1.24248,1.2411,1.24166,3016.37
GBP_USD,2025-01-05 23:00:00+00:00,1.24165,1.24335,1.24165,1.24241,2144.34
GBP_USD,2025-01-06 00:00:00+00:00,1.24242,1.24316,1.24172,1.24295,4843.36
GBP_USD,2025-01-06 01:00:00+00:00,1.24295,1.24383,1.24261,1.24346,5640.27
GBP_USD,2025-01-06 02:00:00+00:00,1.24345,1.24423,1.24324,1.24389,4509.03
GBP_USD,2025-01-06 03:00:00+00:00,1.24387,1.24407,1.24311,1.24353,4223.1
GBP_USD,2025-01-06 04:00:00+00:00,1.24353,1.24388,1.24316,1.24372,2867.31
GBP_USD,2025-01-06 05:00:00+00:00,1.24371,1.24436,1.24354,1.24359,2797.85
GBP_USD,2025-01-06 06:00:00+00:00,1.24361,1.24472,1.24354,1.24425,2906.01
GBP_USD,2025-01-06 07:00:00+00:00,1.24425,1.24565,1.24377,1.24523,4263.66
GBP_USD,2025-01-06 08:00:00+00:00,1.24523,1.24823,1.24521,1.24801,8051.66
GBP_USD,2025-01-06 09:00:00+00:00,1.24799,1.24911,1.24706,1.24753,9566.98
GBP_USD,2025-01-06 10:00:00+00:00,1.24753,1.24783,1.24628,1.2463,5100.95
GBP_USD,2025-01-06 11:00:00+00:00,1.24627,1.25474,1.24548,1.25432,20891.08
GBP_USD,2025-01-06 12:00:00+00:00,1.25431,1.25507,1.25255,1.2535,12112.93
GBP_USD,2025-01-06 13:00:00+00:00,1.25352,1.25479,1.25201,1.25339,13012.21
GBP_USD,2025-01-06 14:00:00+00:00,1.2534,1.25369,1.2468,1.25114,19863.39
GBP_USD,2025-01-06 15:00:00+00:00,1.25111,1.25177,1.24934,1.25078,17679.24
GBP_USD,2025-01-06 16:00:00+00:00,1.25078,1.25347,1.2504,1.25261,10243.88
GBP_USD,2025-01-06 17:00:00+00:00,1.2526,1.25268,1.2501,1.25177,5186.25
GBP_USD,2025-01-06 18:00:00+00:00,1.25179,1.25195,1.25052,1.25075,4190.55
GBP_USD,2025-01-06 19:00:00+00:00,1.25076,1.25147,1.25024,1.25122,2967.6
GBP_USD,2025-01-06 20:00:00+00:00,1.2512,1.25217,1.2511,1.25189,1772.55
GBP_USD,2025-01-06 21:00:00+00:00,1.2519,1.25232,1.25168,1.25168,2774.77
GBP_USD,2025-01-06 22:00:00+00:00,1.25154,1.25206,1.25122,1.25165,1177.63
GBP_USD,2025-01-06 23:00:00+00:00,1.2517,1.25184,1.2509,1.25095,1084.5
GBP_USD,2025-01-07 00:00:00+00:00,1.25098,1.25139,1.25035,1.2512,3096.96
GBP_USD,2025-01-07 01:00:00+00:00,1.25121,1.25234,1.25059,1.25189,4011.21
GBP_USD,2025-01-07 02:00:00+00:00,1.25187,1.25244,1.25161,1.25197,3248.52
GBP_USD,2025-01-07 03:00:00+00:00,1.25194,1.25328,1.25165,1.25324,2192.82
GBP_USD,2025-01-07 04:00:00+00:00,1.25326,1.25347,1.25288,1.25309,1895.01
GBP_USD,2025-01-07 05:00:00+00:00,1.25309,1.25423,1.25294,1.25373,2820.03
GBP_USD,2025-01-07 06:00:00+00:00,1.25372,1.25455,1.2535,1.25373,2772.57
GBP_USD,2025-01-07 07:00:00+00:00,1.25372,1.25625,1.2537,1.2552,5915.6
GBP_USD,2025-01-07 08:00:00+00:00,1.25522,1.2561,1.25314,1.25609,8126.89
GBP_USD,2025-01-07 09:00:00+00:00,1.25608,1.25756,1.25597,1.2563,9198.56
GBP_USD,2025-01-07 10:00:00+00:00,1.25627,1.25685,1.25545,1.25585,6311.32
GBP_USD,2025-01-07 11:00:00+00:00,1.25585,1.25591,1.25338,1.25394,5921.49
GBP_USD,2025-01-07 12:00:00+00:00,1.25392,1.25441,1.25235,1.25263,7685.54
GBP_USD,2025-01-07 13:00:00+00:00,1.25263,1.25478,1.25236,1.2542,12557.88
GBP_USD,2025-01-07 14:00:00+00:00,1.2542,1.25438,1.25269,1.25287,25604.11
GBP_USD,2025-01-07 15:00:00+00:00,1.25335,1.25339,1.24796,1.24968,34937.67
GBP_USD,2025-01-07 16:00:00+00:00,1.2497,1.25043,1.24831,1.24961,18088.35
GBP_USD,2025-01-07 17:00:00+00:00,1.24961,1.25068,1.24883,1.24997,16894.96
GBP_USD,2025-01-07 18:00:00+00:00,1.24995,1.25035,1.24837,1.24881,12316.39
GBP_USD,2025-01-07 19:00:00+00:00,1.24879,1.24949,1.24855,1.249,7093.8
GBP_USD,2025-01-07 20:00:00+00:00,1.249,1.24902,1.24788,1.24799,3270.19
GBP_USD,2025-01-07 21:00:00+00:00,1.248,1.24802,1.24755,1.24755,1266.85
GBP_USD,2025-01-07 22:00:00+00:00,1.24755,1.24766,1.24739,1.24757,633.9
GBP_USD,2025-01-07 23:00:00+00:00,1.24756,1.24775,1.24723,1.24754,2358.77
GBP_USD,2025-01-08 00:00:00+00:00,1.24756,1.24832,1.24753,1.24776,3355.74
GBP_USD,2025-01-08 01:00:00+00:00,1.24776,1.2485,1.24756,1.24848,4342.62
GBP_USD,2025-01-08 02:00:00+00:00,1.24848,1.24879,1.24835,1.24858,2738.7
GBP_USD,2025-01-08 03:00:00+00:00,1.24857,1.24873,1.24782,1.24782,2394.27
GBP_USD,2025-01-08 04:00:00+00:00,1.24781,1.24838,1.24778,1.24818,2363.62
GBP_USD,2025-01-08 05:00:00+00:00,1.24817,1.24889,1.24787,1.24878,2424.9
GBP_USD,2025-01-08 06:00:00+00:00,1.24877,1.24939,1.24843,1.24895,2955.81
GBP_USD,2025-01-08 07:00:00+00:00,1.24895,1.24895,1.24631,1.24683,6156.55
GBP_USD,2025-01-08 08:00:00+00:00,1.24682,1.24712,1.2441,1.24412,9794.04
GBP_USD,2025-01-08 09:00:00+00:00,1.24408,1.24536,1.244,1.24498,4354.5
GBP_USD,2025-01-08 10:00:00+00:00,1.24499,1.24517,1.2441,1.24471,5271.41
GBP_USD,2025-01-08 11:00:00+00:00,1.24468,1.24468,1.23243,1.23717,21979.43
GBP_USD,2025-01-08 12:00:00+00:00,1.2372,1.23734,1.23205,1.23367,14515.51
GBP_USD,2025-01-08 13:00:00+00:00,1.23366,1.23586,1.23226,1.23561,15842.69
GBP_USD,2025-01-08 14:00:00+00:00,1.23561,1.2366,1.23239,1.23267,15719.43
GBP_USD,2025-01-08 15:00:00+00:00,1.23266,1.23525,1.23259,1.23428,11408.66
GBP_USD,2025-01-08 16:00:00+00:00,1.23428,1.23683,1.23336,1.23654,5875.49
GBP_USD,2025-01-08 17:00:00+00:00,1.23655,1.2368,1.23377,1.23457,7093.31
GBP_USD,2025-01-08 18:00:00+00:00,1.23456,1.23664,1.23455,1.23557,7342.67
GBP_USD,2025-01-08 19:00:00+00:00,1.23556,1.2377,1.2354,1.23569,7923.02
GBP_USD,2025-01-08 20:00:00+00:00,1.23569,1.23642,1.2351,1.23621,4739.76
GBP_USD,2025-01-08 21:00:00+00:00,1.2362,1.23662,1.23603,1.23604,1159.71
GBP_USD,2025-01-08 22:00:00+00:00,1.23598,1.23662,1.2354,1.23628,952.36
GBP_USD,2025-01-08 23:00:00+00:00,1.23628,1.2363,1.23576,1.23582,1857.21
GBP_USD,2025-01-09 00:00:00+00:00,1.23582,1.23608,1.23474,1.23563,4410.89
GBP_USD,2025-01-09 01:00:00+00:00,1.23562,1.23631,1.23544,1.2359,3089.55
GBP_USD,2025-01-09 02:00:00+00:00,1.23589,1.23649,1.23579,1.23599,1566.03
GBP_USD,2025-01-09 03:00:00+00:00,1.236,1.23627,1.23427,1.23438,3451.83
GBP_USD,2025-01-09 04:00:00+00:00,1.23437,1.23445,1.23316,1.2334,2448.87
GBP_USD,2025-01-09 05:00:00+00:00,1.23342,1.23406,1.23287,1.23314,3337.19
GBP_USD,2025-01-09 06:00:00+00:00,1.23313,1.23318,1.2292,1.22941,9309.54
GBP_USD,2025-01-09 07:00:00+00:00,1.22942,1.23082,1.22517,1.22584,14699.73
GBP_USD,2025-01-09 08:00:00+00:00,1.22585,1.2294,1.22379,1.22874,14118.9
GBP_USD,2025-01-09 09:00:00+00:00,1.22875,1.2304,1.2277,1.22813,11268.97
GBP_USD,2025-01-09 10:00:00+00:00,1.22813,1.22909,1.22513,1.22845,13545.7
GBP_USD,2025-01-09 11:00:00+00:00,1.22845,1.23004,1.22717,1.22883,9481.57
GBP_USD,2025-01-09 12:00:00+00:00,1.22882,1.22941,1.227,1.22929,7369.12
GBP_USD,2025-01-09 13:00:00+00:00,1.2293,1.23229,1.22874,1.23,9386.14
GBP_USD,2025-01-09 14:00:00+00:00,1.23002,1.23143,1.22948,1.23137,9333.72
GBP_USD,2025-01-09 15:00:00+00:00,1.23134,1.23166,1.22946,1.23026,6764.29
GBP_USD,2025-01-09 16:00:00+00:00,1.23026,1.23035,1.22866,1.23005,5146.35
GBP_USD,2025-01-09 17:00:00+00:00,1.23005,1.23125,1.22979,1.23008,3377.2
GBP_USD,2025-01-09 18:00:00+00:00,1.23006,1.2309,1.22962,1.2306,2858.64
GBP_USD,2025-01-09 19:00:00+00:00,1.23061,1.2313,1.23024,1.23085,2540.52
GBP_USD,2025-01-09 20:00:00+00:00,1.23085,1.23149,1.23071,1.23103,4500.63
GBP_USD,2025-01-09 21:00:00+00:00,1.23102,1.23105,1.2304,1.2304,3017.09
GBP_USD,2025-01-09 22:00:00+00:00,1.2304,1.23097,1.23016,1.23094,1000.67
GBP_USD,2025-01-09 23:00:00+00:00,1.23096,1.23101,1.22976,1.2298,2054.59
GBP_USD,2025-01-10 00:00:00+00:00,1.2298,1.23049,1.22938,1.22967,5713.08
GBP_USD,2025-01-10 01:00:00+00:00,1.22964,1.23081,1.22946,1.23033,5506.71
GBP_USD,2025-01-10 02:00:00+00:00,1.23033,1.23074,1.22999,1.23046,2985.09
GBP_USD,2025-01-10 03:00:00+00:00,1.23046,1.23053,1.22998,1.23005,2776.47
GBP_USD,2025-01-10 04:00:00+00:00,1.23004,1.23033,1.22911,1.22931,3205.68
GBP_USD,2025-01-10 05:00:00+00:00,1.22932,1.22958,1.22739,1.22756,5594.17
GBP_USD,2025-01-10 06:00:00+00:00,1.22756,1.22816,1.22666,1.22676,4857.82
GBP_USD,2025-01-10 07:00:00+00:00,1.22677,1.22938,1.22676,1.22902,5653.04
GBP_USD,2025-01-10 08:00:00+00:00,1.22903,1.23044,1.22833,1.22881,6640.86
GBP_USD,2025-01-10 09:00:00+00:00,1.2288,1.23079,1.2284,1.23019,6451.26
GBP_USD,2025-01-10 10:00:00+00:00,1.23018,1.2303,1.22891,1.22949,6135.69
GBP_USD,2025-01-10 11:00:00+00:00,1.22948,1.23063,1.22861,1.23023,4622.14
GBP_USD,2025-01-10 12:00:00+00:00,1.23021,1.23194,1.22992,1.23156,4927.26
GBP_USD,2025-01-10 13:00:00+00:00,1.23156,1.23214,1.21912,1.22312,23650.82
GBP_USD,2025-01-10 14:00:00+00:00,1.22311,1.22538,1.22193,1.22427,25407.76
GBP_USD,2025-01-10 15:00:00+00:00,1.22427,1.22623,1.22223,1.22293,24818.77
GBP_USD,2025-01-10 16:00:00+00:00,1.22294,1.22304,1.21946,1.22118,12600.13
GBP_USD,2025-01-10 17:00:00+00:00,1.22118,1.22314,1.22039,1.22216,9249.71
GBP_USD,2025-01-10 18:00:00+00:00,1.22216,1.22226,1.22058,1.22128,8437.4
GBP_USD,2025-01-10 19:00:00+00:00,1.2213,1.22165,1.22031,1.22098,6087.22
GBP_USD,2025-01-10 20:00:00+00:00,1.22099,1.22103,1.22018,1.22084,4397.19
GBP_USD,2025-01-10 21:00:00+00:00,1.22087,1.22137,1.22044,1.22044,2345.53
GBP_USD,2025-01-12 22:00:00+00:00,1.21974,1.22079,1.21974,1.2207,796.45
GBP_USD,2025-01-12 23:00:00+00:00,1.22077,1.221,1.21995,1.22034,3170.5
GBP_USD,2025-01-13 00:00:00+00:00,1.22034,1.22061,1.21927,1.22013,3512.46
GBP_USD,2025-01-13 01:00:00+00:00,1.22014,1.22068,1.21883,1.21907,6632.44
GBP_USD,2025-01-13 02:00:00+00:00,1.21908,1.21927,1.21802,1.21808,5110.17
GBP_USD,2025-01-13 03:00:00+00:00,1.21807,1.21817,1.21373,1.21422,6217.49
GBP_USD,2025-01-13 04:00:00+00:00,1.21431,1.21564,1.21256,1.21385,3817.61
GBP_USD,2025-01-13 05:00:00+00:00,1.21385,1.21499,1.21297,1.21466,4089.13
GBP_USD,2025-01-13 06:00:00+00:00,1.21466,1.21598,1.21409,1.21431,4358.4
GBP_USD,2025-01-13 07:00:00+00:00,1.2143,1.21544,1.21227,1.21379,9125.68
GBP_USD,2025-01-13 08:00:00+00:00,1.21379,1.21711,1.21353,1.21353,12774.65
GBP_USD,2025-01-13 09:00:00+00:00,1.21354,1.21452,1.21012,1.21061,11110.85
GBP_USD,2025-01-13 10:00:00+00:00,1.2106,1.21333,1.21058,1.21313,7245.8
GBP_USD,2025-01-13 11:00:00+00:00,1.21313,1.21361,1.2109,1.21099,8855.15
GBP_USD,2025-01-13 12:00:00+00:00,1.21097,1.21322,1.20992,1.21226,8659.91
GBP_USD,2025-01-13 13:00:00+00:00,1.21225,1.2153,1.21111,1.21414,8866.47
GBP_USD,2025-01-13 14:00:00+00:00,1.21413,1.21523,1.21318,1.21501,10967.53
GBP_USD,2025-01-13 15:00:00+00:00,1.21505,1.21596,1.2138,1.2151,12943.86
GBP_USD,2025-01-13 16:00:00+00:00,1.21512,1.21693,1.21423,1.21551,7832.69
GBP_USD,2025-01-13 17:00:00+00:00,1.21552,1.21745,1.21552,1.21736,6745.96
GBP_USD,2025-01-13 18:00:00+00:00,1.21734,1.2183,1.21629,1.21794,4878.55
GBP_USD,2025-01-13 19:00:00+00:00,1.21792,1.21798,1.21635,1.21667,3821.1
GBP_USD,2025-01-13 20:00:00+00:00,1.21668,1.21786,1.21651,1.21758,3112.01
GBP_USD,2025-01-13 21:00:00+00:00,1.21758,1.22043,1.21755,1.21994,3430.29
GBP_USD,2025-01-13 22:00:00+00:00,1.21994,1.22465,1.21937,1.22343,1805.1842
GBP_USD,2025-01-13 23:00:00+00:00,1.22347,1.22498,1.22165,1.22315,5478.88
GBP_USD,2025-01-14 00:00:00+00:00,1.22315,1.22315,1.22068,1.22106,8256.19
GBP_USD,2025-01-14 01:00:00+00:00,1.22104,1.22139,1.22039,1.22109,4958.08
GBP_USD,2025-01-14 02:00:00+00:00,1.22109,1.22116,1.21915,1.22018,5660.8
GBP_USD,2025-01-14 03:00:00+00:00,1.22018,1.22174,1.21998,1.22087,3438.59
GBP_USD,2025-01-14 04:00:00+00:00,1.22088,1.22156,1.22009,1.22096,2808.87
GBP_USD,2025-01-14 05:00:00+00:00,1.22095,1.22119,1.21969,1.2202,4700.2
GBP_USD,2025-01-14 06:00:00+00:00,1.22019,1.22134,1.22019,1.22134,3517.35
GBP_USD,2025-01-14 07:00:00+00:00,1.22134,1.22286,1.22039,1.221,10630.66
GBP_USD,2025-01-14 08:00:00+00:00,1.22097,1.22457,1.22067,1.22131,12295.61
GBP_USD,2025-01-14 09:00:00+00:00,1.22131,1.22131,1.21757,1.2178,8122.75
GBP_USD,2025-01-14 10:00:00+00:00,1.2178,1.21891,1.21736,1.21872,7156.76
GBP_USD,2025-01-14 11:00:00+00:00,1.21871,1.2193,1.21699,1.21764,4065.76
GBP_USD,2025-01-14 12:00:00+00:00,1.21762,1.21786,1.21546,1.21633,7083.44
GBP_USD,2025-01-14 13:00:00+00:00,1.2163,1.21817,1.21381,1.21528,17995.89
GBP_USD,2025-01-14 14:00:00+00:00,1.21529,1.2177,1.21404,1.21558,11113.44
GBP_USD,2025-01-14 15:00:00+00:00,1.21558,1.22021,1.21557,1.21999,11830.5
GBP_USD,2025-01-14 16:00:00+00:00,1.21998,1.22124,1.21762,1.21848,10762.14
GBP_USD,2025-01-14 17:00:00+00:00,1.21848,1.21862,1.21678,1.21851,4890.6
GBP_USD,2025-01-14 18:00:00+00:00,1.2185,1.22088,1.21832,1.22061,4014.09
GBP_USD,2025-01-14 19:00:00+00:00,1.2206,1.22104,1.21955,1.21991,4672.18
GBP_USD,2025-01-14 20:00:00+00:00,1.21992,1.22082,1.21943,1.22042,4555.7
GBP_USD,2025-01-14 21:00:00+00:00,1.22045,1.22162,1.2204,1.22115,2525.5
GBP_USD,2025-01-14 22:00:00+00:00,1.22113,1.22138,1.22073,1.22104,413.65
GBP_USD,2025-01-14 23:00:00+00:00,1.22105,1.22131,1.2205,1.22104,1243.62
GBP_USD,2025-01-15 00:00:00+00:00,1.22103,1.22103,1.21995,1.22022,3399.94
GBP_USD,2025-01-15 01:00:00+00:00,1.22022,1.22092,1.21987,1.21992,5029.78
GBP_USD,2025-01-15 02:00:00+00:00,1.21993,1.21998,1.21919,1.21959,3654.18
GBP_USD,2025-01-15 03:00:00+00:00,1.21957,1.22042,1.21951,1.22031,3073.89
GBP_USD,2025-01-15 04:00:00+00:00,1.2203,1.22041,1.21987,1.22034,1493.23
GBP_USD,2025-01-15 05:00:00+00:00,1.22033,1.22075,1.2198,1.21994,3705.12
GBP_USD,2025-01-15 06:00:00+00:00,1.21993,1.2205,1.21931,1.21965,3304.56
GBP_USD,2025-01-15 07:00:00+00:00,1.21972,1.22407,1.21592,1.22336,14048.63
GBP_USD,2025-01-15 08:00:00+00:00,1.22342,1.22398,1.22028,1.22059,9751.36
GBP_USD,2025-01-15 09:00:00+00:00,1.22059,1.22254,1.22001,1.22181,5445.52
GBP_USD,2025-01-15 10:00:00+00:00,1.22179,1.22305,1.22157,1.22269,4181.5
GBP_USD,2025-01-15 11:00:00+00:00,1.22269,1.22302,1.22195,1.22243,3989.47
GBP_USD,2025-01-15 12:00:00+00:00,1.22239,1.22246,1.2201,1.22131,3938.17
GBP_USD,2025-01-15 13:00:00+00:00,1.2213,1.23059,1.2211,1.22975,22177.41
GBP_USD,2025-01-15 14:00:00+00:00,1.22974,1.23054,1.22623,1.22669,17213.54
GBP_USD,2025-01-15 15:00:00+00:00,1.22668,1.22752,1.22445,1.22575,10909.82
GBP_USD,2025-01-15 16:00:00+00:00,1.22576,1.22587,1.21929,1.22115,11661.52
GBP_USD,2025-01-15 17:00:00+00:00,1.22114,1.22273,1.22096,1.22141,6090.17
GBP_USD,2025-01-15 18:00:00+00:00,1.22145,1.22291,1.22125,1.2228,6903.36
GBP_USD,2025-01-15 19:00:00+00:00,1.2228,1.22313,1.22229,1.22302,3913.07
GBP_USD,2025-01-15 20:00:00+00:00,1.22302,1.22446,1.22288,1.22427,1994.33
GBP_USD,2025-01-15 21:00:00+00:00,1.22427,1.22437,1.22341,1.22374,1494.03
GBP_USD,2025-01-15 22:00:00+00:00,1.22375,1.22422,1.2236,1.22364,2190.0
GBP_USD,2025-01-15 23:00:00+00:00,1.22364,1.2243,1.22335,1.22419,561.0
GBP_USD,2025-01-16 00:00:00+00:00,1.22418,1.22478,1.22314,1.2245,5731.69
GBP_USD,2025-01-16 01:00:00+00:00,1.2245,1.22456,1.22264,1.22286,8821.21
GBP_USD,2025-01-16 02:00:00+00:00,1.22287,1.22334,1.22191,1.22225,5543.73
GBP_USD,2025-01-16 03:00:00+00:00,1.22224,1.2226,1.22211,1.22259,2793.15
GBP_USD,2025-01-16 04:00:00+00:00,1.22257,1.22308,1.22157,1.22175,2710.02
GBP_USD,2025-01-16 05:00:00+00:00,1.22175,1.22183,1.22064,1.22084,3270.06
GBP_USD,2025-01-16 06:00:00+00:00,1.22084,1.22205,1.22084,1.22199,4767.57
GBP_USD,2025-01-16 07:00:00+00:00,1.22207,1.2226,1.21995,1.22185,8731.28
GBP_USD,2025-01-16 08:00:00+00:00,1.22185,1.22229,1.21954,1.22049,8923.11
GBP_USD,2025-01-16 09:00:00+00:00,1.22051,1.22121,1.21893,1.21971,6384.75
GBP_USD,2025-01-16 10:00:00+00:00,1.2197,1.22092,1.21921,1.2202,5225.61
GBP_USD,2025-01-16 11:00:00+00:00,1.22022,1.22124,1.22009,1.22094,4289.91
GBP_USD,2025-01-16 12:00:00+00:00,1.22095,1.22118,1.21906,1.21968,5883.52
GBP_USD,2025-01-16 13:00:00+00:00,1.2197,1.22003,1.21743,1.21968,11946.51
GBP_USD,2025-01-16 14:00:00+00:00,1.21967,1.22022,1.21761,1.21973,10786.57
GBP_USD,2025-01-16 15:00:00+00:00,1.21974,1.22381,1.21887,1.2234,19594.57
GBP_USD,2025-01-16 16:00:00+00:00,1.22342,1.22479,1.22165,1.22424,14635.04
GBP_USD,2025-01-16 17:00:00+00:00,1.22424,1.22599,1.22343,1.22363,7729.0
GBP_USD,2025-01-16 18:00:00+00:00,1.22362,1.22461,1.22267,1.22319,4786.3
GBP_USD,2025-01-16 19:00:00+00:00,1.22315,1.22407,1.22281,1.22349,3502.22
GBP_USD,2025-01-16 20:00:00+00:00,1.22344,1.22361,1.22274,1.22305,3606.47
GBP_USD,2025-01-16 21:00:00+00:00,1.22306,1.22386,1.2227,1.22384,2559.99
GBP_USD,2025-01-16 22:00:00+00:00,1.22348,1.22415,1.22333,1.22366,1412.53
GBP_USD,2025-01-16 23:00:00+00:00,1.22365,1.22371,1.22326,1.22337,2685.98
GBP_USD,2025-01-17 00:00:00+00:00,1.22337,1.22393,1.22309,1.22354,2363.09
GBP_USD,2025-01-17 01:00:00+00:00,1.22354,1.22372,1.22289,1.2232,3130.74
GBP_USD,2025-01-17 02:00:00+00:00,1.22324,1.2244,1.22318,1.22329,4767.67
GBP_USD,2025-01-17 03:00:00+00:00,1.22329,1.22372,1.22288,1.22326,3166.61
GBP_USD,2025-01-17 04:00:00+00:00,1.22327,1.2234,1.22177,1.22197,3204.07
GBP_USD,2025-01-17 05:00:00+00:00,1.22197,1.22226,1.2212,1.22169,3431.63
GBP_USD,2025-01-17 06:00:00+00:00,1.22168,1.22173,1.22055,1.22151,3427.17
GBP_USD,2025-01-17 07:00:00+00:00,1.2215,1.2215,1.21604,1.21739,11766.75
GBP_USD,2025-01-17 08:00:00+00:00,1.21742,1.21971,1.21742,1.21896,9175.32
GBP_USD,2025-01-17 09:00:00+00:00,1.21895,1.22001,1.21835,1.21956,5670.81
GBP_USD,2025-01-17 10:00:00+00:00,1.21958,1.22073,1.21958,1.21989,3479.46
GBP_USD,2025-01-17 11:00:00+00:00,1.21988,1.22164,1.21924,1.21958,4616.63
GBP_USD,2025-01-17 12:00:00+00:00,1.21958,1.21984,1.21808,1.21865,5080.89
GBP_USD,2025-01-17 13:00:00+00:00,1.21866,1.21943,1.21752,1.21815,7708.67
GBP_USD,2025-01-17 14:00:00+00:00,1.21816,1.21979,1.21607,1.21932,13092.14
GBP_USD,2025-01-17 15:00:00+00:00,1.21933,1.22276,1.21899,1.21976,15117.1
GBP_USD,2025-01-17 16:00:00+00:00,1.21975,1.21984,1.21755,1.21778,7788.28
GBP_USD,2025-01-17 17:00:00+00:00,1.21778,1.21814,1.21676,1.21728,5131.51
GBP_USD,2025-01-17 18:00:00+00:00,1.21727,1.21863,1.21656,1.2174,3182.64
